company_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,car_name
Mahindra,1650000,2022,2184,Comprehensive,Manual,12338,First Owner,Diesel,130bhp,4,15.2,SUV,Bangalore,Thar LX 4-Str
Volkswagen,350000,2013,1598,Comprehensive,Manual,52304,First Owner,Petrol,103.6bhp,5,15.04,Sedan,Bangalore,Vento Petrol Comfortline
Hyundai,370000,2014,1197,Comprehensive,Manual,58630,First Owner,Petrol,82bhp,5,18.9,Hatchback,Bangalore,Grand i10 Magna
Honda,650000,2018,1199,Zero Dep,Manual,36923,First Owner,Petrol,88.7bhp,5,18.7,Hatchback,Bangalore,Jazz 1.2 VX
Maruti,638000,2017,1248,Comprehensive,Manual,49310,First Owner,Diesel,74bhp,5,27.39,Hatchback,Bangalore,Baleno 1.3 Alpha
Hyundai,401000,2015,1197,Comprehensive,Manual,14492,First Owner,Petrol,82bhp,5,19.1,Sedan,Bangalore,Xcent 1.2 Kappa
Renault,653000,2021,999,Zero Dep,Manual,16436,First Owner,Petrol,98.63bhp,5,20.5,SUV,Bangalore,Kiger RXZ Turbo
Maruti,106000,2008,1248,Comprehensive,Manual,140046,First Owner,Diesel,75PS,5,17.8,Hatchback,Bangalore,Swift Ldi BSII
Hyundai,1500000,2019,1591,Zero Dep,Automatic,27139,First Owner,Petrol,121.3bhp,5,14.8,SUV,Bangalore,Creta 1.6 SX
Hyundai,220000,2014,814,Third Party,Manual,70524,Third Owner,Petrol,55.2bhp,5,21.1,Hatchback,Bangalore,EON Magna Plus
Skoda,450000,2014,1498,Comprehensive,Automatic,103075,Third Owner,Diesel,103.52bhp,5,21.66,Sedan,Bangalore,Rapid 1.5 TDI
Maruti,386000,2014,998,Comprehensive,Manual,39510,First Owner,Petrol,67.04bhp,5,20.51,Hatchback,Bangalore,Wagon R VXI
Honda,455000,2015,1198,Comprehensive,Manual,33046,First Owner,Petrol,86.7bhp,5,18,Sedan,Bangalore,Amaze S i-Vtech
Ford,200000,2011,1399,Third Party,Manual,150032,First Owner,Diesel,68bhp,5,20,Hatchback,Bangalore,Figo Diesel Titanium
Hyundai,595000,2007,1341,Comprehensive,Manual,54817,Second Owner,Petrol,82.9,5,14.2,Hatchback,Bangalore,Getz 1.3 GLX
Chevrolet,119000,2013,1199,Comprehensive,Manual,14078,First Owner,Petrol,84.8bhp,5,18.2,Hatchback,Bangalore,Sail Hatchback Petrol
Hyundai,230000,2010,1086,Comprehensive,Manual,102558,Second Owner,Petrol,68.05bhp,5,19.81,Hatchback,Bangalore,i10 Era
Renault,554000,2012,1461,Comprehensive,Manual,43789,First Owner,Diesel,108.45bhp,5,19.01,SUV,Bangalore,Duster 110PS Diesel
Maruti,520000,2017,1197,Comprehensive,Manual,41960,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Bangalore,Baleno 1.2 Delta
Kia,1250000,2021,1497,Zero Dep,Manual,9348,First Owner,Petrol,113.43bhp,5,16.8,SUV,Bangalore,Seltos HTK Plus
Skoda,550000,2009,1798,Comprehensive,Automatic,84817,Second Owner,Petrol,157.75bhp,5,13.7,Sedan,Bangalore,Superb Elegance 1.8
Hyundai,595000,2006,1493,Comprehensive,Manual,149892,Second Owner,Diesel,110,5,16.8,Sedan,Bangalore,Verna CRDi
Mahindra,1219000,2018,2179,Comprehensive,Manual,53768,First Owner,Diesel,152.87bhp,7,15.1,SUV,Bangalore,XUV500 W7 BSIV
Ford,500000,2014,1498,Comprehensive,Manual,109651,Second Owner,Diesel,89.84bhp,5,22.7,SUV,Bangalore,Ecosport 1.5 DV5
Toyota,1250000,2015,2494,Comprehensive,Manual,191297,Second Owner,Diesel,100.6bhp,7,12.99,MUV,Bangalore,Innova 2.5 ZX
Hyundai,250000,2013,814,Comprehensive,Manual,22563,Second Owner,Petrol,55.2bhp,5,21.1,Hatchback,Bangalore,EON Era Plus
Ford,374000,2016,1196,Comprehensive,Manual,113158,Second Owner,Petrol,86.8bhp,5,18.16,Sedan,Bangalore,Aspire 1.2 Ti-VCT
Tata,115000,2010,1172,Third Party,Manual,24374,First Owner,Petrol,65 PS at 5500 rpm,5,16.5,Hatchback,Bangalore,Indica Aura 1.2
Maruti,425000,2013,1197,Third Party,Manual,96645,First Owner,Petrol,85.8bhp,5,18.6,Hatchback,Bangalore,Swift VXI
Maruti,536000,2015,1197,Third Party,Manual,5838,First Owner,Petrol,83.14bhp,5,20.85,Sedan,Bangalore,Swift Dzire VXI
Honda,219000,2006,1497,Third Party,Manual,61279,Fourth Owner,Petrol,78,5,17.7,Sedan,Bangalore,City EXi
Mahindra,1364000,2017,2179,Comprehensive,Manual,63127,First Owner,Diesel,140bhp,7,16,SUV,Bangalore,XUV500 R W10
Maruti,500000,2017,1197,Comprehensive,Manual,35712,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Bangalore,Baleno 1.2 Delta
Renault,600000,2014,1461,Comprehensive,Manual,78373,Third Owner,Diesel,83.8bhp,5,20.45,SUV,Bangalore,Duster 85PS Diesel
Nissan,630000,2021,999,Comprehensive,Manual,17841,Second Owner,Petrol,71.02bhp,5,18.75,SUV,Bangalore,Magnite XL BSVI
Hyundai,600000,2015,1396,Comprehensive,Manual,44301,First Owner,Diesel,88.73bhp,5,21.19,Hatchback,Bangalore,i20 Active 1.4
Maruti,200000,2006,1298,Comprehensive,Manual,85421,Fifth Owner,Petrol,88.2,5,16.1,Hatchback,Bangalore,Swift 1.3 VXi
Maruti,950000,2021,1197,Zero Dep,Automatic,2292,First Owner,Petrol,88.50bhp,5,22.61,Sedan,Bangalore,Swift Dzire ZXI
Tata,834000,2021,1199,Comprehensive,Manual,17429,First Owner,Petrol,118.36bhp,5,17.57,SUV,Bangalore,Nexon XZ 2020-2022
Ford,589000,2015,1498,Comprehensive,Manual,97149,Second Owner,Diesel,98.59bhp,5,22.77,SUV,Bangalore,Ecosport 1.5 TDCi
Skoda,832000,2018,1498,Comprehensive,Automatic,93591,First Owner,Diesel,108.6bhp,5,21.72,Sedan,Bangalore,Rapid 1.5 TDI
Tata,650000,2022,1199,Third Party,Manual,3666,Second Owner,Petrol,86.83bhp,5,19.33,Hatchback,Bangalore,Altroz XE BSVI
Maruti,550000,2016,1197,Third Party,Automatic,62756,Second Owner,Petrol,83.1bhp,5,21.4,Hatchback,Bangalore,Baleno 1.2 CVT
Volkswagen,550000,2015,1498,Comprehensive,Manual,74067,First Owner,Diesel,88.8bhp,5,20.14,Hatchback,Bangalore,Polo 1.5 TDI
Tata,830000,2019,1198,Comprehensive,Automatic,17334,Second Owner,Petrol,108.5bhp,5,17,SUV,Bangalore,Nexon 1.2 Revotron
Mahindra,714000,2014,2179,Comprehensive,Manual,146005,Second Owner,Diesel,140bhp,7,15.1,SUV,Bangalore,XUV500 W8 2WD
Mahindra,1101000,2020,1197,Zero Dep,Manual,12214,First Owner,Petrol,108.62bhp,5,16.82,SUV,Bangalore,XUV300 W8 BSVI
Maruti,900000,2018,1462,Comprehensive,Manual,68796,First Owner,Petrol,103bhp,7,19.34,MUV,Bangalore,Ertiga ZXI Petrol
Hyundai,360000,2018,998,Comprehensive,Manual,36800,Second Owner,Petrol,68.05bhp,5,20.3,Hatchback,Bangalore,EON 1.0 Magna
Ford,924000,2019,1497,Comprehensive,Manual,8809,First Owner,Petrol,121.31bhp,5,17,SUV,Bangalore,Ecosport 1.5 Petrol
Honda,385000,2014,1198,Comprehensive,Manual,70498,First Owner,Petrol,86.7bhp,5,18,Sedan,Gurgaon,Amaze S i-Vtech
Maruti,125000,2010,998,Third Party,Manual,90385,Third Owner,Petrol,67.1bhp,5,18.2,Hatchback,Chandigarh,Zen Estilo LX
Mercedes-Benz,3400000,2014,2987,Comprehensive,Automatic,59000,First Owner,Diesel,254.8bhp,7,11.3,SUV,Delhi,GL-Class 350 CDI
Hyundai,590000,2018,1197,Third Party,Manual,35000,First Owner,Petrol,81.86bhp,5,18.9,Hatchback,Delhi,Grand i10 Sportz
Toyota,3750000,2020,2755,Third Party,Automatic,37000,First Owner,Diesel,174.5bhp,7,15.04,SUV,Delhi,Fortuner 2.8 4WD
Toyota,1425000,2014,2982,Comprehensive,Automatic,66200,First Owner,Diesel,168.5bhp,7,12.55,SUV,Delhi,Fortuner 4x2 AT
Tata,775000,2018,1497,Third Party,Manual,30200,First Owner,Diesel,108.5bhp,5,21.5,SUV,Delhi,Nexon 1.5 Revotorq
BMW,1800000,2017,1995,Comprehensive,Automatic,45000,Third Owner,Diesel,188bhp,5,20.68,SUV,Delhi,X1 sDrive 20d
Hyundai,1225000,2018,1591,Third Party,Manual,24000,First Owner,Petrol,121.3bhp,5,15.8,SUV,Delhi,Creta 1.6 SX
BMW,3600000,2017,1995,Third Party,Automatic,39000,Second Owner,Diesel,190bhp,5,18.12,Sedan,Delhi,5 Series 520d
Toyota,1275000,2018,1798,Comprehensive,Automatic,36200,Second Owner,Petrol,138.03bhp,5,14.28,Sedan,Delhi,Corolla Altis 1.8
Jeep,1650000,2018,1368,Comprehensive,Automatic,25000,First Owner,Petrol,160.77bhp,5,14.1,SUV,Delhi,Compass 1.4 Limited
BMW,2050000,2017,1995,Comprehensive,Automatic,65000,Second Owner,Diesel,188bhp,5,20.68,SUV,Delhi,X1 sDrive 20d
Mercedes-Benz,8900000,2021,2925,Comprehensive,Automatic,34000,First Owner,Diesel,281.61bhp,5,13.5,Sedan,Delhi,S-Class S 350
Toyota,3850000,2022,2755,Comprehensive,Manual,13000,First Owner,Diesel,201.15bhp,7,13.5,SUV,Delhi,Fortuner 4X2 Diesel
BMW,10100000,2022,2998,Comprehensive,Automatic,58000,First Owner,Diesel,261.50bhp,7,13.38,SUV,Delhi,X7 xDrive 30d
Mercedes-Benz,2800000,2017,2143,Comprehensive,Automatic,55000,Second Owner,Diesel,204bhp,4,19.4,Sedan,Delhi,CLS-Class 250 CDI
Toyota,1745000,2017,2494,Comprehensive,Automatic,75000,Second Owner,Petrol,157.7bhp,5,19.16,Sedan,Delhi,Camry 2.5 Hybrid
Mercedes-Benz,5190000,2020,1991,Comprehensive,Automatic,42000,First Owner,Petrol,197bhp,5,12.74,SUV,Delhi,GLC 200
Honda,1640000,2016,1997,Comprehensive,Automatic,28000,First Owner,Petrol,153.86bhp,5,13.7,SUV,Delhi,CR-V 2.0L 2WD
Mercedes-Benz,5500000,2020,1950,Comprehensive,Automatic,40000,First Owner,Diesel,191.7bhp,5,16.1,Sedan,Delhi,E-Class Exclusive E
Mercedes-Benz,2900000,2016,1950,Comprehensive,Automatic,21000,First Owner,Diesel,194bhp,5,12.6,Sedan,Delhi,C-Class Progressive C
Mercedes-Benz,11100000,2021,2925,Comprehensive,Automatic,14000,First Owner,Diesel,281.61bhp,5,12.6,Sedan,Delhi,S-Class S 350d
Mercedes-Benz,7500000,2022,1950,Comprehensive,Automatic,14000,First Owner,Diesel,241.38bhp,5,16.34,Coupe,Delhi,GLC Coupe 300d
Hyundai,175000,2011,814,Comprehensive,Manual,130563,First Owner,Petrol,55 Bhp,5,22,Hatchback,Chandigarh,EON Magna
Hyundai,495000,2018,1086,Comprehensive,Automatic,18000,First Owner,Petrol,68bhp,5,20.3,Hatchback,Delhi,Santro Sportz SE
Ford,3400000,2019,3198,Comprehensive,Automatic,23000,First Owner,Diesel,197bhp,7,10.91,SUV,Delhi,Endeavour 3.2 Titanium
Maruti,595000,2003,998,Third Party,Manual,210500,First Owner,Petrol,67.05bhp,5,21.79,Hatchback,Chandigarh,Wagon R LXI
Honda,475000,2014,1497,Third Party,Manual,52227,First Owner,Petrol,117.3bhp,5,17.8,Sedan,Chandigarh,City i VTEC
Kia,1490000,2019,1353,Comprehensive,Manual,51000,First Owner,Petrol,138.08bhp,5,16.5,SUV,Delhi,Seltos GTX Option
MG,1651000,2020,1451,Third Party,Automatic,20000,First Owner,Petrol,141bhp,5,13.96,SUV,Delhi,Hector Sharp DCT
Mercedes-Benz,4300000,2017,1991,Comprehensive,Automatic,57000,First Owner,Petrol,194.4bhp,5,15,Sedan,Delhi,E-Class Expression E
Mercedes-Benz,6500000,2022,1991,Comprehensive,Automatic,17800,First Owner,Petrol,197bhp,5,12.74,SUV,Delhi,GLC 200
BMW,1290000,2012,2979,Comprehensive,Automatic,68000,Second Owner,Petrol,320bhp,5,12.05,Sedan,Delhi,7 Series 740Li
Mercedes-Benz,4490000,2020,1950,Comprehensive,Automatic,9000,First Owner,Petrol,201.15bhp,5,11.9,Sedan,Delhi,C-Class Progressive C
Mahindra,1070000,2017,1997,Comprehensive,Automatic,76000,First Owner,Diesel,140bhp,7,16,SUV,Gurgaon,XUV500 AT W10
Hyundai,995000,2019,1396,Comprehensive,Manual,22000,First Owner,Diesel,88.7bhp,5,22.1,SUV,Delhi,Creta 1.4 EX
Hyundai,170000,2010,1086,Comprehensive,Manual,52600,First Owner,Petrol,68.05bhp,5,19.81,Hatchback,Gurgaon,i10 Era 1.1
Mahindra,1035000,2018,1997,Third Party,Manual,68000,Second Owner,Diesel,140bhp,7,16,SUV,Gurgaon,XUV500 W10 1.99
Toyota,850000,2016,1798,Comprehensive,Manual,81000,First Owner,Petrol,138.03bhp,5,14.28,Sedan,Gurgaon,Corolla Altis 1.8
Volkswagen,355000,2011,1598,Comprehensive,Manual,4057,First Owner,Petrol,103.6bhp,5,15.04,Sedan,Gurgaon,Vento Petrol Highline
Ford,3800000,2021,1996,Comprehensive,Automatic,40000,Second Owner,Diesel,167.62bhp,7,13.9,SUV,Delhi,Endeavour Titanium Plus
Audi,2000000,2015,1798,Comprehensive,Automatic,34000,Second Owner,Petrol,167.62bhp,5,15.64,Sedan,Delhi,A4 35 TFSi
BMW,5300000,2019,1998,Comprehensive,Automatic,23000,First Owner,Petrol,248.08bhp,5,15.01,Sedan,Delhi,5 Series 530i
Mercedes-Benz,5300000,2021,1950,Comprehensive,Automatic,12000,Second Owner,Diesel,194bhp,5,15.01,SUV,Delhi,GLC 220d 4MATIC
Maruti,550000,2017,1197,Comprehensive,Manual,9500,First Owner,Petrol,81.80bhp,5,21.21,Hatchback,Delhi,Swift ZXI
Porsche,12600000,2021,2995,Comprehensive,Automatic,18400,Second Owner,Petrol,335bhp,4,21.21,Porsche,Delhi,Cayenne Coupe V6
Hyundai,465000,2015,1197,Comprehensive,Automatic,39000,First Owner,Petrol,82bhp,5,18.9,Hatchback,Delhi,Grand i10 AT
Land,3800000,2017,1997,Comprehensive,Automatic,44000,First Owner,Petrol,237.36bhp,7,12.81,SUV,Delhi,Rover Discovery Sport
Mercedes-Benz,3400000,2019,1950,Comprehensive,Automatic,27000,Second Owner,Diesel,194bhp,5,12.6,Sedan,Delhi,C-Class Progressive C
Ford,950000,2018,1499,Comprehensive,Manual,40000,First Owner,Petrol,110.4bhp,5,18.88,SUV,Delhi,Ecosport 1.5 Ti
Maruti,560000,2017,1197,Comprehensive,Manual,65000,First Owner,Petrol,81.80bhp,5,22,Sedan,Gurgaon,Swift Dzire VXI
Mercedes-Benz,2799000,2017,2143,Comprehensive,Automatic,55000,Second Owner,Diesel,204bhp,4,19.4,Sedan,Delhi,CLS-Class 250 CDI
Hyundai,345000,2011,1591,Comprehensive,Manual,37758,First Owner,Petrol,121.3bhp,5,17.01,Sedan,Gurgaon,Verna 1.6 SX
Hyundai,825000,2017,1591,Comprehensive,Manual,62500,First Owner,Petrol,121.3bhp,5,15.8,SUV,Gurgaon,Creta 1.6 E
Land,5650000,2020,1999,Comprehensive,Automatic,18000,Second Owner,Diesel,245.40bhp,7,15.8,SUV,Delhi,Rover Discovery Sport
Mercedes-Benz,2400000,2017,1950,Comprehensive,Automatic,84000,Second Owner,Petrol,201.15bhp,5,11.9,Sedan,Delhi,C-Class Progressive C
Skoda,1100000,2017,1798,Comprehensive,Automatic,65000,Second Owner,Petrol,177bhp,5,15.1,Sedan,Delhi,Octavia 1.8 TSI
Nissan,1050000,2021,999,Comprehensive,Manual,15000,First Owner,Petrol,98.63bhp,5,20,SUV,Delhi,Magnite Turbo XV
Honda,1645000,2016,1997,Comprehensive,Automatic,27000,First Owner,Petrol,153.86bhp,5,13.7,SUV,Delhi,CR-V 2.0L 2WD
Land,3995000,2019,1999,Third Party,Automatic,32000,First Owner,Diesel,177bhp,5,15.68,SUV,Gurgaon,Rover Range Rover
Toyota,1750000,2018,2755,Third Party,Automatic,110000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Delhi,Innova Crysta 2.8
Toyota,1750000,2017,2487,Comprehensive,Automatic,75000,Second Owner,Petrol,214.5bhp,5,19.16,Sedan,Delhi,Camry Hybrid 2.5
Hyundai,830000,2017,1582,Third Party,Manual,62400,First Owner,Diesel,126.2bhp,5,23.9,Sedan,Gurgaon,Verna 1.6 CRDi
Maruti,390000,2014,1197,Comprehensive,Manual,77000,First Owner,Petrol,85.8bhp,5,19.1,Sedan,Gurgaon,Swift Dzire VXI
Ford,615000,2016,1497,Third Party,Automatic,80002,First Owner,Petrol,121.36bhp,5,14.8,SUV,Gurgaon,Ecosport 1.5 Petrol
Mercedes-Benz,22500000,2021,2925,Comprehensive,Automatic,36000,First Owner,Diesel,281.61bhp,5,8.13,SUV,Delhi,G G 350d
Hyundai,666000,2020,1197,Comprehensive,Manual,42110,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Chandigarh,i20 Asta 1.2
Mercedes-Benz,6100000,2022,1991,Comprehensive,Automatic,9001,First Owner,Petrol,301.73bhp,5,18.6,SUV,Delhi,AMG GLA 35
Ford,395000,2014,1498,Third Party,Manual,66000,First Owner,Diesel,89.84bhp,5,22.7,SUV,Gurgaon,Ecosport 1.5 DV5
Toyota,850000,2016,1798,Comprehensive,Manual,81800,First Owner,Petrol,138.03bhp,5,14.28,Sedan,Gurgaon,Corolla Altis 1.8
Mahindra,1070000,2017,1997,Comprehensive,Automatic,76700,First Owner,Diesel,140bhp,7,16,SUV,Gurgaon,XUV500 AT W10
Chevrolet,225000,2014,1248,Third Party,Manual,67000,First Owner,Diesel,74bhp,5,22.1,Sedan,Gurgaon,Sail 1.3 LS
Hyundai,455000,2015,1197,Third Party,Manual,88200,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Gurgaon,i20 Magna 1.2
Kia,1155000,2019,1493,Comprehensive,Manual,33800,First Owner,Diesel,113.43bhp,5,18.6,SUV,Gurgaon,Seltos HTK Plus
Hyundai,670000,2020,1197,Comprehensive,Manual,39000,First Owner,CNG,68.05bhp,5,18.6,Hatchback,Gurgaon,Grand i10 Nios
Honda,570000,2015,1497,Comprehensive,Automatic,125000,First Owner,Petrol,117.3bhp,5,18,Sedan,Gurgaon,City i VTEC
Toyota,1565000,2018,2755,Comprehensive,Automatic,147000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Gurgaon,Innova Crysta 2.8
Toyota,1695000,2019,2755,Third Party,Automatic,112000,First Owner,Diesel,171.5bhp,7,11.36,MUV,Gurgaon,Innova Crysta 2.8
Maruti,480000,2016,1197,Third Party,Manual,82000,First Owner,Petrol,81.80bhp,5,22,Sedan,Gurgaon,Swift Dzire VXI
Maruti,550000,2019,998,Comprehensive,Automatic,74740,First Owner,Petrol,67bhp,5,20.51,Hatchback,Gurgaon,Wagon R AMT
Maruti,288000,2013,998,Comprehensive,Manual,28144,First Owner,Petrol,67.05bhp,5,21.79,Hatchback,Gurgaon,Wagon R VXI
Maruti,380000,2018,998,Comprehensive,Automatic,67000,First Owner,Petrol,67.1bhp,5,23.95,Hatchback,Gurgaon,Alto K10 VXI
Maruti,370000,2013,1197,Comprehensive,Manual,74000,Second Owner,Petrol,85.8bhp,5,18.6,Hatchback,Gurgaon,Swift VXI
Mercedes-Benz,2975000,2019,1991,Third Party,Automatic,27000,Second Owner,Petrol,183bhp,5,15.04,Sedan,Gurgaon,CLA 200 CGI
Maruti,310000,2017,998,Comprehensive,Manual,56200,First Owner,Petrol,67.05bhp,5,23.95,Hatchback,Gurgaon,Alto K10 VXI
Honda,495000,2012,2354,Third Party,Automatic,39000,First Owner,Petrol,177.6bhp,5,11.7,Sedan,Delhi,New Accord 2.4
Ford,695000,2017,1498,Third Party,Manual,62000,First Owner,Diesel,98.59bhp,5,22.77,SUV,Delhi,Ecosport 1.5 TDCi
Mahindra,1095000,2018,2179,Comprehensive,Manual,71000,First Owner,Diesel,140bhp,7,16.36,SUV,Delhi,Scorpio S7 140
Tata,510000,2019,1199,Comprehensive,Automatic,49000,Second Owner,Petrol,84bhp,5,23.84,Hatchback,Gurgaon,Tiago 1.2 Revotron
Mercedes-Benz,12300000,2022,2925,Third Party,Automatic,40000,First Owner,Diesel,325.86bhp3600-4200rpm,7,23.84,SUV,Gurgaon,GLS 400d 4MATIC
Hyundai,440000,2017,1197,Third Party,Manual,111363,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Chandigarh,i20 Magna 1.2
Maruti,625000,2018,1197,Comprehensive,Manual,40820,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Gurgaon,Baleno 1.2 Zeta
Mercedes-Benz,8590000,2019,2996,Third Party,Automatic,24000,First Owner,Petrol,384.87bhp,5,8.9,SUV,Gurgaon,GLE 43 AMG
Land,18000000,2019,4367,Third Party,Automatic,70000,First Owner,Diesel,336bhp,5,11.49,SUV,Gurgaon,Rover Range Rover
BMW,4850000,2021,1998,Third Party,Automatic,7000,First Owner,Petrol,254.79bhp,5,16.13,Sedan,Gurgaon,3 Series 330i
BMW,6975000,2022,1998,Third Party,Automatic,18000,First Owner,Petrol,248.08bhp,5,13.17,SUV,Gurgaon,X3 xDrive30i M
Mercedes-Benz,12500000,2022,2999,Comprehensive,Automatic,2600,Second Owner,Petrol,362.07bhp5500-6100bhp,7,13.17,SUV,Delhi,GLS 450 4MATIC
Mercedes-Benz,6500000,2016,2996,Comprehensive,Automatic,15000,First Owner,Petrol,333bhp,7,8.9,SUV,Delhi,GLS 400 4MATIC
Mercedes-Benz,5200000,2019,1950,Third Party,Automatic,54000,First Owner,Diesel,191.7bhp,5,16.1,Sedan,Gurgaon,E-Class Exclusive E
BMW,5150000,2020,1995,Third Party,Automatic,38000,First Owner,Diesel,187.7bhp,5,18.56,SUV,Gurgaon,X3 xDrive 20d
BMW,6250000,2021,1995,Third Party,Automatic,18000,First Owner,Diesel,187.74bhp,5,20.37,Sedan,Gurgaon,5 Series 520d
Mercedes-Benz,8850000,2020,2996,Third Party,Automatic,21000,First Owner,Petrol,384.87bhp,5,8.9,SUV,Gurgaon,GLE 43 AMG
Mercedes-Benz,4300000,2020,1950,Third Party,Automatic,23000,First Owner,Petrol,201.15bhp,5,11.9,Sedan,Gurgaon,C-Class Progressive C
Hyundai,2850000,2022,1999,Third Party,Automatic,3000,First Owner,Petrol,153.81bhp,5,11.9,SUV,Gurgaon,Tucson Signature AT
BMW,4200000,2022,1998,Comprehensive,Automatic,18000,First Owner,Petrol,189.08bhp,5,14.82,SUV,Gurgaon,X1 sDrive20i xLine
Mercedes-Benz,7400000,2021,1950,Comprehensive,Automatic,14000,First Owner,Diesel,191.7bhp,5,16.1,Sedan,Gurgaon,E-Class Exclusive E
Mercedes-Benz,2750000,2020,2143,Comprehensive,Automatic,21000,Second Owner,Diesel,134.1bhp,5,17.9,Sedan,Gurgaon,CLA Urban Sport
Mercedes-Benz,2950000,2019,1991,Comprehensive,Automatic,42000,First Owner,Petrol,184bhp,5,15.04,Sedan,Gurgaon,CLA Urban Sport
Mercedes-Benz,6100000,2020,1950,Third Party,Automatic,19000,First Owner,Diesel,241.38bhp,5,16.34,Coupe,Gurgaon,GLC Coupe 300d
BMW,4175000,2018,2993,Third Party,Automatic,90000,First Owner,Diesel,258bhp,5,15.97,SUV,Gurgaon,X5 xDrive 30d
BMW,4075000,2020,1998,Third Party,Automatic,28000,First Owner,Petrol,257.47bhp,5,14.82,SUV,Gurgaon,X1 sDrive20i SportX
Tata,1925000,2022,1956,Third Party,Automatic,8000,First Owner,Diesel,167.67bhp,5,14.6,SUV,Gurgaon,Harrier XTA Plus
Mahindra,1545000,2020,2179,Third Party,Manual,60000,First Owner,Diesel,136.78bhp,7,15.4,SUV,Gurgaon,Scorpio S11
Hyundai,495000,2015,1197,Third Party,Manual,55000,Second Owner,Petrol,81.83bhp,5,18.6,Hatchback,Delhi,i20 Asta Option
Tata,2200000,2022,1956,Third Party,Automatic,19000,First Owner,Diesel,167.67bhp,6,14.08,SUV,Gurgaon,New Safari XZA
BMW,8100000,2020,2993,Third Party,Automatic,30000,First Owner,Diesel,261.50bhp,5,13.38,SUV,Gurgaon,X5 xDrive 30d
BMW,6800000,2018,2993,Third Party,Automatic,18000,First Owner,Diesel,261.49bhp,5,16.77,Sedan,Gurgaon,7 Series 730Ld
Renault,295000,2013,1461,Comprehensive,Manual,85000,First Owner,Diesel,84.8bhp,5,21.64,Sedan,Delhi,Scala Diesel RxZ
Audi,3175000,2014,2967,Comprehensive,Automatic,26000,Second Owner,Diesel,246.74bhp,4,16.77,Sedan,Delhi,A8 L 3.0
BMW,5700000,2021,1998,Third Party,Automatic,5000,First Owner,Petrol,254.79bhp,5,15.3,Sedan,Gurgaon,3 Series Gran
Mahindra,1600000,2021,1997,Third Party,Automatic,36000,First Owner,Petrol,150bhp,4,15.3,SUV,Gurgaon,Thar LX 4-Str
Isuzu,1550000,2017,2499,Comprehensive,Manual,82000,First Owner,Diesel,134bhp,5,12.4,Pickup,Delhi,D-Max 4X4
Hyundai,480000,2016,1197,Comprehensive,Manual,83000,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Delhi,i20 Magna 1.2
Honda,375000,2015,1198,Third Party,Manual,35001,First Owner,Petrol,86.8bhp,5,19.4,Hatchback,Delhi,Brio S MT
Mercedes-Benz,2815000,2017,1991,Comprehensive,Automatic,51000,First Owner,Petrol,184bhp,5,12,Sedan,Delhi,E-Class E 200
Maruti,475000,2016,1248,Comprehensive,Manual,62000,Second Owner,Diesel,88.5bhp,5,23.65,SUV,Delhi,SX4 S Cross
Mini,3799000,2018,1998,Third Party,Automatic,14001,First Owner,Petrol,189.08bhp,4,17.33,Hatchback,Delhi,3 DOOR Cooper
Maruti,675000,2016,1248,Comprehensive,Manual,52000,First Owner,Diesel,88.5bhp,5,24.3,SUV,Delhi,Vitara Brezza ZDi
Mitsubishi,1965000,2019,2477,Third Party,Automatic,34000,First Owner,Diesel,175.56bhp,7,13.5,SUV,Gurgaon,Pajero Sport 4X2
BMW,10500000,2019,2998,Third Party,Automatic,40001,First Owner,Petrol,335.25bhp,7,10.54,SUV,Gurgaon,X7 xDrive 40i
Land,1925000,2009,4999,Third Party,Automatic,90000,Second Owner,Petrol,503bhp,5,22.8,SUV,Delhi,Rover Range Rover
Audi,1295000,2016,1968,Comprehensive,Automatic,67000,Second Owner,Diesel,187.74bhp,5,18.25,Sedan,Delhi,A4 35 TDI
Audi,2575000,2017,1968,Third Party,Automatic,35000,First Owner,Diesel,174.3bhp,5,14.16,SUV,Delhi,Q5 30 TDI
BMW,2999000,2019,1995,Comprehensive,Automatic,18000,First Owner,Diesel,190bhp,5,20.68,SUV,Delhi,X1 xDrive 20d
Renault,400000,2014,1461,Third Party,Manual,80000,Second Owner,Diesel,108.45bhp,5,19.01,SUV,Chandigarh,Duster 110PS Diesel
Hyundai,1650000,2020,1497,Third Party,Automatic,40000,First Owner,Petrol,113.18bhp,5,19.01,SUV,Chandigarh,Creta SX Opt
Hyundai,980000,2022,1497,Third Party,Manual,10000,First Owner,Petrol,113.18bhp,5,17.7,Sedan,Chandigarh,Verna S Plus
Fiat,150000,2011,1368,Third Party,Manual,60000,Second Owner,Petrol,88.7bhp,5,14.6,Hatchback,Chandigarh,Punto 1.4 Emotion
