company_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,car_name
Hyundai,435000,2011,1991,Third Party,Automatic,120000,First Owner,Diesel,150 ps 3850 rpm,5,11.8,Sedan,Pune,Sonata CRDi A/T
Hyundai,650000,2016,1396,Third Party,Manual,120000,Second Owner,Diesel,88.73bhp,5,22.54,Hatchback,Pune,i20 Asta 1.4
Hyundai,125000,2007,1086,Third Party,Manual,90000,First Owner,Petrol,66.6,5,15,Hatchback,Pune,Getz 1.1 GVS
Hyundai,1150000,2020,1582,Third Party,Manual,40000,First Owner,Diesel,126.2bhp,5,19.67,SUV,Pune,Creta 1.6 CRDi
Hyundai,750000,2020,1197,Third Party,Automatic,30000,First Owner,Petrol,81.86bhp,5,17.4,Hatchback,Pune,i20 Sportz Plus
Hyundai,318000,2014,814,Third Party,Manual,52381,First Owner,Petrol,55.2bhp,5,21.1,Hatchback,Pune,EON Magna Plus
Maruti,239000,2011,1197,Comprehensive,Manual,93834,Second Owner,Petrol,85.80bhp,5,18.5,Hatchback,Pune,Ritz VXi
Honda,360000,2016,1198,Third Party,Manual,34231,First Owner,Petrol,86.8bhp,5,19.4,Hatchback,Pune,Brio S MT
Maruti,644000,2017,1197,Comprehensive,Automatic,39745,Second Owner,Petrol,83.1bhp,5,21.4,Hatchback,Pune,Baleno 1.2 CVT
Maruti,207000,2013,796,Third Party,Manual,31111,First Owner,Petrol,47.3bhp,5,22.74,Hatchback,Pune,Alto 800 LXI
Hyundai,544000,2020,1086,Third Party,Manual,30195,First Owner,CNG,59.17bhp,5,30.48,Hatchback,Pune,Santro Sportz CNG
Maruti,329000,2015,998,Third Party,Automatic,67072,Second Owner,Petrol,67.05bhp,5,23.95,Hatchback,Pune,Alto K10 VXI
Maruti,750000,2017,1373,Third Party,Automatic,58856,First Owner,Petrol,91.1bhp,5,19.12,Sedan,Pune,Ciaz AT ZXi
Honda,798000,2021,1199,Zero Dep,Manual,24008,First Owner,Petrol,88.76bhp,5,18.6,Sedan,Pune,Amaze VX Petrol
Hyundai,630000,2017,1368,Third Party,Automatic,70666,Third Owner,Petrol,98.5bhp,5,18.6,Hatchback,Pune,i20 Magna AT
Hyundai,390000,2015,1197,Third Party,Manual,74060,Third Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Asta
Maruti,930000,2022,1462,Third Party,Manual,10000,First Owner,Petrol,103.25bhp,5,18.55,SUV,Pune,SX4 S Cross
Ford,550000,2016,1498,Third Party,Manual,110000,First Owner,Diesel,98.59bhp,5,22.77,SUV,Pune,Ecosport 1.5 TDCi
Volkswagen,525000,2014,1598,Third Party,Manual,80000,First Owner,Petrol,103.2bhp,5,15.04,Sedan,Pune,Vento 1.6 Highline
Renault,450000,2020,799,Third Party,Manual,20000,First Owner,Petrol,53.3bhp,5,25.17,Hatchback,Pune,KWID RXL BSIV
Maruti,950000,2019,1248,Third Party,Manual,90000,First Owner,Diesel,88.5bhp,5,24.3,SUV,Pune,Vitara Brezza ZDi
Maruti,1050000,2022,1462,Third Party,Manual,10000,First Owner,Petrol,103.25bhp,5,18.55,SUV,Pune,SX4 S Cross
Maruti,1050000,2021,1462,Third Party,Manual,30000,First Owner,CNG,91.19bhp,7,26.08,MUV,Pune,Ertiga CNG VXI
Maruti,597000,2021,998,Third Party,Manual,8148,Second Owner,Petrol,67.05bhp,5,21.63,Hatchback,Pune,Celerio ZXI Optional
Hyundai,235000,2011,1197,Comprehensive,Manual,70023,Second Owner,Petrol,78.9bhp,5,20.36,Hatchback,Pune,i10 Sportz
Hyundai,217000,2013,1086,Third Party,Manual,77153,Second Owner,Petrol,62.1bhp,5,17.92,Hatchback,Pune,Santro Xing GL
Hyundai,302000,2011,1197,Comprehensive,Automatic,34709,First Owner,Petrol,78.9bhp,5,16.95,Hatchback,Pune,i10 Sportz AT
Maruti,647000,2017,1197,Third Party,Manual,53392,First Owner,Petrol,83.14bhp,5,20.85,Sedan,Pune,Swift Dzire VXI
Mahindra,1273000,2020,2179,Third Party,Manual,31064,Second Owner,Diesel,152.87bhp,7,15.1,SUV,Pune,XUV500 W7
Maruti,322000,2015,998,Third Party,Manual,68176,Third Owner,Petrol,67.04bhp,5,20.51,Hatchback,Pune,Wagon R VXI
Volkswagen,574000,2015,1598,Third Party,Manual,47351,First Owner,Petrol,103.2bhp,5,15.04,Sedan,Pune,Vento 1.6 Highline
Maruti,293000,2012,998,Third Party,Manual,70388,Second Owner,Petrol,67.1bhp,5,18.9,Hatchback,Pune,Wagon R VXI
Mercedes-Benz,1995000,2015,2143,Third Party,Automatic,50000,First Owner,Diesel,136bhp,5,17.9,Sedan,Pune,CLA 200 D
Skoda,250000,2011,1798,Third Party,Manual,90000,Fourth Owner,Petrol,157.8bhp,5,13.4,Sedan,Pune,Laura 1.8 TSI
Hyundai,950000,2021,1197,Third Party,Manual,20000,Second Owner,Petrol,81.80bhp,5,21,Hatchback,Pune,i20 Asta BSVI
Skoda,300000,2011,1798,Third Party,Manual,90000,Fourth Owner,Petrol,157.8bhp,5,13.4,Sedan,Pune,Laura 1.8 TSI
Volkswagen,500000,2016,1498,Third Party,Manual,100000,First Owner,Diesel,108.5bhp,5,21.49,Hatchback,Pune,Polo GT 1.5
Maruti,700000,2019,1248,Third Party,Manual,50000,First Owner,Diesel,74bhp,5,27.39,Hatchback,Pune,Baleno Zeta Diesel
Ford,795000,2021,1194,Third Party,Automatic,7243,Third Owner,Petrol,95.48bhp,5,16,Hatchback,Pune,Figo Titanium Plus
Maruti,250000,2010,998,Third Party,Manual,62591,Second Owner,Petrol,67.1bhp,5,18.9,Hatchback,Pune,Wagon R VXi
Hyundai,409000,2013,1197,Comprehensive,Manual,48720,First Owner,Petrol,82.9bhp,5,18.5,Hatchback,Pune,i20 Magna Optional
Maruti,470000,2015,1197,Third Party,Manual,79236,First Owner,Petrol,81.80bhp,5,21.21,Hatchback,Pune,Swift VXI
Maruti,291000,2013,1197,Third Party,Manual,107004,First Owner,Petrol,85.80bhp,5,18.5,Hatchback,Pune,Ritz VXi
Jeep,1453000,2018,1368,Comprehensive,Automatic,50636,First Owner,Petrol,160bhp,5,16,SUV,Pune,Compass 1.4 Limited
Honda,570000,2017,1199,Third Party,Automatic,97248,Second Owner,Petrol,88.7bhp,5,19,Hatchback,Pune,Jazz 1.2 V
Ford,884000,2021,1496,Third Party,Manual,21342,Second Owner,Petrol,120.69bhp,5,15.9,SUV,Pune,Ecosport 1.5 Petrol
Renault,601000,2019,999,Third Party,Manual,65442,First Owner,Petrol,72bhp,7,20,MUV,Pune,Triber RXL BSIV
Maruti,596000,2017,1248,Comprehensive,Manual,77673,First Owner,Diesel,74bhp,5,27.39,Hatchback,Pune,Baleno 1.3 Delta
Mahindra,1110000,2021,1197,Third Party,Manual,48683,First Owner,Petrol,108.62bhp,5,16.82,SUV,Pune,XUV300 W8 Option
Maruti,800000,2021,1197,Third Party,Automatic,30000,First Owner,Petrol,81.80bhp,5,19.56,Hatchback,Pune,Baleno Delta CVT
Maruti,595000,2004,993,Third Party,Manual,90000,First Owner,Petrol,60 PS,5,17.3,Hatchback,Pune,Zen VXI
Fiat,162000,2009,1368,Third Party,Manual,90000,First Owner,Petrol,88.7bhp,5,14.6,Sedan,Pune,Linea Active
Volkswagen,350000,2014,1198,Third Party,Manual,150000,Second Owner,Petrol,74bhp,5,16.47,Hatchback,Pune,Polo 1.2 MPI
Tata,105000,2015,624,Third Party,Manual,30000,First Owner,Petrol,37.48bhp,4,25.4,Hatchback,Pune,Nano LX
Tata,800000,2021,1199,Third Party,Manual,30000,First Owner,Petrol,86.83bhp,5,19.33,Hatchback,Pune,Altroz XZ BSVI
Chevrolet,150000,2013,995,Third Party,Manual,120000,Second Owner,Petrol,62.1bhp,5,16.2,Hatchback,Pune,Spark 1.0 LT
Volkswagen,400000,2017,1198,Third Party,Manual,40000,First Owner,Petrol,73.75bhp,5,17,Sedan,Pune,Ameo 1.2 MPI
Ford,952000,2019,1498,Third Party,Manual,42354,First Owner,Diesel,98.96bhp,5,23,SUV,Pune,Ecosport 1.5 Diesel
Maruti,618000,2017,1197,Comprehensive,Manual,42303,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Pune,Baleno 1.2 Zeta
Maruti,386000,2016,998,Third Party,Manual,35610,Second Owner,Petrol,67.04bhp,5,20.51,Hatchback,Pune,Wagon R VXI
Maruti,273000,2013,796,Third Party,Manual,112749,First Owner,CNG,47.3bhp,5,30.46,Hatchback,Pune,Alto 800 CNG
Maruti,558000,2016,1197,Comprehensive,Manual,43018,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Pune,Baleno 1.2 Zeta
Maruti,673000,2017,1248,Third Party,Manual,50120,First Owner,Diesel,74bhp,5,27.39,Hatchback,Pune,Baleno 1.3 Delta
Hyundai,511000,2020,1086,Third Party,Manual,12694,First Owner,Petrol,68.05bhp,5,20.3,Hatchback,Pune,Santro Magna
Maruti,385000,2014,998,Comprehensive,Manual,35046,First Owner,Petrol,67.04bhp,5,20.51,Hatchback,Pune,Wagon R VXI
BMW,435000,2009,2996,Third Party,Automatic,100000,Third Owner,Petrol,258,5,10.6,Sedan,Pune,5 Series 530i
Honda,980000,2016,1497,Third Party,Manual,10000,First Owner,Petrol,117.3bhp,5,17.8,Sedan,Pune,City i VTEC
Maruti,330000,2015,998,Third Party,Automatic,30000,Second Owner,Petrol,67bhp,5,20.51,Hatchback,Pune,Wagon R AMT
Hyundai,460000,2014,1197,Third Party,Manual,70000,First Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Asta
Tata,120000,2011,1405,Third Party,Manual,120000,Third Owner,Diesel,48.21bhp,5,17.88,Hatchback,Pune,Indica V2 DLS
Maruti,450000,2015,1197,Third Party,Manual,90000,Third Owner,Petrol,83.1bhp,5,21.4,Hatchback,Pune,Baleno 1.2 Delta
Hyundai,311000,2011,1197,Third Party,Manual,80000,Second Owner,Petrol,80 PS at 5200 rpm,5,17,Hatchback,Pune,i20 1.2 Sportz
Hyundai,135000,2013,814,Third Party,Manual,90000,First Owner,Petrol,55.2bhp,5,21.1,Hatchback,Pune,EON D Lite
Ford,611000,2019,1499,Third Party,Automatic,43061,First Owner,Petrol,110.4bhp,5,17.01,Hatchback,Pune,Figo 1.5P Titanium
Hyundai,234000,2011,1086,Third Party,Manual,48757,First Owner,Petrol,68.05bhp,5,19.81,Hatchback,Pune,i10 Era 1.1
Maruti,512000,2018,998,Third Party,Manual,50811,First Owner,CNG,58.33bhp,5,31.79,Hatchback,Pune,Celerio VXI CNG
Renault,485000,2021,999,Third Party,Manual,4602,First Owner,Petrol,67bhp,5,21.74,Hatchback,Pune,KWID 1.0 RXT
Maruti,314000,2012,998,Third Party,Manual,121427,First Owner,CNG,58.2bhp,5,26.2,Hatchback,Pune,Wagon R LXI
Hyundai,281000,2012,1197,Third Party,Automatic,75042,First Owner,Petrol,78.9bhp,5,16.95,Hatchback,Pune,i10 Sportz AT
Maruti,188000,2010,998,Comprehensive,Manual,29141,Second Owner,Petrol,66.1bhp,5,19,Hatchback,Pune,A-Star Vxi
Ford,805000,2019,1497,Third Party,Manual,58905,Second Owner,Petrol,121.31bhp,5,17,SUV,Pune,Ecosport 1.5 Petrol
Maruti,187000,2011,998,Comprehensive,Manual,58924,Second Owner,Petrol,65.71bhp,5,24.39,Hatchback,Pune,Alto K10 LXI
Tata,115000,2011,1405,Third Party,Manual,120000,Third Owner,Diesel,48.21bhp,5,17.88,Hatchback,Pune,Indica V2 DLS
Volkswagen,800000,2014,1968,Third Party,Automatic,120000,Second Owner,Diesel,138.03bhp,5,16.96,Sedan,Pune,Jetta 2.0L TDI
Volkswagen,700000,2021,999,Third Party,Manual,20000,First Owner,Petrol,75.10bhp,5,17.74,Hatchback,Pune,Polo 1.0 MPI
BMW,2500000,2014,2993,Third Party,Automatic,80000,Second Owner,Diesel,258bhp,5,16.46,Sedan,Pune,7 Series 730Ld
Honda,300000,2011,1799,Third Party,Automatic,80000,Third Owner,Petrol,130.2bhp,5,13.9,Sedan,Pune,Civic 1.8 V
Maruti,1311000,2022,1462,Third Party,Manual,10000,First Owner,CNG,86.63bhp,7,26.11,MUV,Pune,Ertiga ZXI CNG
Hyundai,450000,2016,1197,Third Party,Manual,40000,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Pune,i20 Sportz 1.2
Tata,507000,2018,1199,Comprehensive,Manual,64538,First Owner,Petrol,84bhp,5,23.84,Hatchback,Pune,Tiago 1.2 Revotron
Hyundai,881000,2018,1591,Zero Dep,Manual,92222,First Owner,Petrol,121.3bhp,5,17,Sedan,Pune,Verna VTVT 1.6
Maruti,386000,2015,998,Comprehensive,Manual,88799,First Owner,CNG,58.16bhp,5,26.6,Hatchback,Pune,Wagon R LXI
Honda,539000,2014,1497,Third Party,Automatic,67614,First Owner,Petrol,117.3bhp,5,18,Sedan,Pune,City i VTEC
Maruti,650000,2019,1197,Third Party,Manual,23703,First Owner,Petrol,83.1bhp,5,21.4,Hatchback,Pune,Baleno 1.2 Delta
Toyota,252000,2011,1197,Comprehensive,Manual,26980,First Owner,Petrol,83.1bhp,5,18.3,Hatchback,Pune,Etios Liva G
Ford,612000,2016,999,Third Party,Manual,66685,First Owner,Petrol,123.24bhp,5,18.88,SUV,Pune,Ecosport 1.0 Ecoboost
Toyota,325000,2011,1496,Comprehensive,Manual,57812,Second Owner,Petrol,88.7bhp,5,17.6,Sedan,Pune,Etios VX
Hyundai,464000,2016,1197,Third Party,Manual,55319,Second Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Magna
Honda,881000,2017,1497,Third Party,Automatic,43713,First Owner,Petrol,117.6bhp,5,18,Sedan,Pune,City i-VTEC CVT
Hyundai,455000,2014,1197,Third Party,Manual,80000,First Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Asta
Maruti,380000,2020,796,Third Party,Manual,50000,First Owner,Petrol,47.33bhp,5,22.05,Hatchback,Pune,Alto 800 LXI
Tata,650000,2017,1497,Third Party,Manual,60000,First Owner,Diesel,108.5bhp,5,21.5,SUV,Pune,Nexon 1.5 Revotorq
Renault,650000,2020,999,Third Party,Manual,30000,First Owner,Petrol,71.01bhp,7,20,MUV,Pune,Triber RXT BSVI
Honda,820000,2020,1498,Third Party,Manual,60000,First Owner,Diesel,98.63bhp,5,24.7,Sedan,Pune,Amaze VX Diesel
Tata,895000,2022,1199,Third Party,Manual,20000,First Owner,CNG,72.40bhp,5,26.49,Sedan,Pune,Tigor XZ Plus
Mahindra,1640000,2022,1997,Third Party,Automatic,10000,First Owner,Petrol,150bhp,4,26.49,SUV,Pune,Thar LX 4-Str
Tata,2500000,2022,1956,Third Party,Automatic,10000,First Owner,Diesel,167.67bhp,7,14.08,SUV,Pune,New Safari XZA
Maruti,538000,2014,1373,Comprehensive,Manual,78777,Second Owner,Petrol,91.1bhp,5,20.73,Sedan,Pune,Ciaz ZXi
Maruti,430000,2016,998,Comprehensive,Manual,95441,First Owner,CNG,55.92bhp,5,35.6,Hatchback,Pune,Celerio VXI CNG
Honda,850000,2021,1498,Comprehensive,Manual,60639,First Owner,Diesel,98.63bhp,5,24.7,Sedan,Pune,Amaze S Diesel
Maruti,440000,2016,998,Comprehensive,Automatic,30200,Second Owner,Petrol,67.04bhp,5,23.1,Hatchback,Pune,Celerio ZXI AT
Maruti,395000,2014,998,Comprehensive,Automatic,36000,First Owner,Petrol,67.04bhp,5,23.1,Hatchback,Pune,Celerio VXI AT
Datsun,432000,2018,1198,Comprehensive,Manual,38901,First Owner,Petrol,67bhp,5,20.63,Hatchback,Pune,GO T BSIV
Maruti,618000,2016,1373,Comprehensive,Automatic,87142,First Owner,Petrol,91.1bhp,5,19.12,Sedan,Pune,Ciaz AT ZXi
Hyundai,199000,2010,1197,Third Party,Manual,37439,Second Owner,Petrol,78.9bhp,5,20.36,Hatchback,Pune,i10 Magna 1.2
Maruti,424000,2016,998,Third Party,Manual,80415,First Owner,CNG,58.16bhp,5,26.6,Hatchback,Pune,Wagon R LXI
Toyota,1130000,2022,1462,Third Party,Automatic,2728,Second Owner,Petrol,103.26bhp,5,18.76,SUV,Pune,Urban cruiser Premium
Maruti,1131000,2021,1462,Third Party,Automatic,19202,First Owner,Petrol,103.25bhp,5,20.04,Sedan,Pune,Ciaz Alpha AT
Hyundai,818000,2021,1197,Third Party,Manual,41392,First Owner,CNG,68.05bhp,5,28,Sedan,Pune,Aura S CNG
Hyundai,570000,2020,1197,Third Party,Manual,30000,First Owner,Petrol,81.86bhp,5,20.7,Hatchback,Pune,Grand i10 Nios
Renault,450000,2013,1461,Third Party,Manual,110000,Second Owner,Diesel,108.45bhp,5,19.01,SUV,Pune,Duster 110PS Diesel
Honda,150000,2005,1493,Third Party,Automatic,150000,Second Owner,Petrol,100 bhp,5,14.5,Sedan,Pune,City 1.5 GXI
Skoda,536000,2013,1798,Third Party,Automatic,70000,Third Owner,Petrol,157.75bhp,5,13.7,Sedan,Pune,Superb Elegance 1.8
Hyundai,650000,2020,1197,Third Party,Manual,40000,First Owner,CNG,68.05bhp,5,13.7,Hatchback,Pune,Grand i10 Nios
Audi,4000000,2018,1968,Third Party,Automatic,60000,First Owner,Diesel,147.51bhp,5,18.51,SUV,Pune,Q3 30 TDI
Tata,625000,2021,1199,Third Party,Manual,30000,First Owner,Petrol,86.83bhp,5,19.33,Hatchback,Pune,Altroz XE BSVI
Maruti,245000,2013,796,Third Party,Manual,90000,Second Owner,CNG,47.3bhp,5,30.46,Hatchback,Pune,Alto 800 CNG
Jeep,1710000,2021,1368,Third Party,Manual,12649,First Owner,Petrol,160.77bhp,5,14.3,SUV,Pune,Compass 1.4 Sport
Tata,551000,2019,1199,Comprehensive,Manual,100337,First Owner,Petrol,83.81bhp,5,20.3,Sedan,Pune,Tigor XM
Maruti,421000,2015,998,Comprehensive,Manual,17042,First Owner,Petrol,67.04bhp,5,23.1,Hatchback,Pune,Celerio VXI
Honda,729000,2015,1497,Third Party,Manual,62466,First Owner,Petrol,117.3bhp,5,17.4,Sedan,Pune,City i VTEC
Toyota,708000,2018,1496,Third Party,Automatic,26844,First Owner,Petrol,105.5bhp,5,17.8,Sedan,Pune,Yaris J CVT
Skoda,1215000,2022,999,Third Party,Manual,6993,First Owner,Petrol,113.98bhp,5,19.47,Sedan,Pune,Slavia 1.0 TSI
Hyundai,257000,2012,1086,Third Party,Manual,64207,First Owner,Petrol,68.05bhp,5,19.81,Hatchback,Pune,i10 Magna 1.1
Tata,555000,2018,1199,Comprehensive,Manual,25730,Second Owner,Petrol,84bhp,5,23.84,Hatchback,Pune,Tiago 1.2 Revotron
Maruti,259000,2010,1248,Comprehensive,Manual,109477,Second Owner,Diesel,73.94bhp,5,23.2,Hatchback,Pune,Ritz VDi
Maruti,499000,2014,1197,Comprehensive,Manual,38689,Second Owner,Petrol,88.50bhp,5,22.41,Sedan,Pune,Swift Dzire VXI
Hyundai,675000,2016,1396,Third Party,Manual,110000,Second Owner,Diesel,88.73bhp,5,22.54,Hatchback,Pune,i20 Asta Option
Mercedes-Benz,750000,2013,2143,Third Party,Automatic,120000,Third Owner,Diesel,170bhp,5,14.84,Sedan,Pune,C-Class C 220
Maruti,950000,2019,1248,Third Party,Manual,100000,First Owner,Diesel,88.5bhp,5,24.3,SUV,Pune,Vitara Brezza ZDi
Skoda,350000,2010,1798,Third Party,Automatic,100000,Second Owner,Petrol,157.75bhp,5,13.7,Sedan,Pune,Superb Elegance 1.8
Maruti,1075000,2019,1248,Third Party,Manual,30000,First Owner,Diesel,88.50bhp,5,28.09,Sedan,Pune,Ciaz Alpha Diesel
Tata,235000,2015,624,Third Party,Automatic,30000,Second Owner,Petrol,37.5bhp,4,25.4,Hatchback,Pune,Nano Twist XTA
Honda,250000,2010,1497,Third Party,Manual,80000,First Owner,Petrol,"118PS at 6,600 rpm",5,17,Sedan,Pune,City 1.5 V
Maruti,630000,2021,998,Comprehensive,Automatic,7629,First Owner,Petrol,67.05bhp,5,21.79,Hatchback,Pune,Wagon R VXI
Jeep,1125000,2017,1956,Third Party,Manual,54857,First Owner,Diesel,170bhp,5,17.1,SUV,Pune,Compass 2.0 Longitude
Maruti,375000,2014,1197,Comprehensive,Manual,28555,Second Owner,Petrol,85.80bhp,5,18.5,Hatchback,Pune,Ritz VXi
Honda,585000,2017,1199,Comprehensive,Manual,60909,First Owner,Petrol,88.7bhp,5,18.7,Hatchback,Pune,Jazz 1.2 V
Hyundai,293000,2017,814,Third Party,Manual,24695,First Owner,Petrol,55.2bhp,5,21.1,Hatchback,Pune,EON Era Plus
Hyundai,1142000,2021,998,Zero Dep,Automatic,9917,First Owner,Petrol,118.35bhp,5,18.15,SUV,Pune,Venue SX Plus
Maruti,317000,2016,796,Zero Dep,Manual,46817,First Owner,Petrol,47.33bhp,5,22.05,Hatchback,Pune,Alto 800 LXI
Renault,513000,2021,999,Third Party,Manual,15311,First Owner,Petrol,67bhp,5,21.74,Hatchback,Pune,KWID 1.0 RXT
Tata,566000,2019,1199,Third Party,Manual,30910,First Owner,Petrol,83.83bhp,5,23.84,Hatchback,Pune,Tiago XZ Plus
Hyundai,850000,2021,1197,Third Party,Automatic,16700,First Owner,Petrol,81.86bhp,5,17.4,Hatchback,Pune,i20 Sportz Plus
Volkswagen,762000,2017,1498,Zero Dep,Manual,115842,First Owner,Diesel,108.49bhp,5,20.64,Sedan,Pune,Vento 1.5 TDI
Hyundai,787000,2021,1197,Zero Dep,Manual,9783,First Owner,CNG,68.05bhp,5,28,Sedan,Pune,Aura S CNG
Honda,285000,2013,1198,Third Party,Manual,100000,Second Owner,Petrol,86.8bhp,5,19.4,Hatchback,Pune,Brio V MT
Tata,595000,2010,1248,Third Party,Manual,120000,Fourth Owner,Diesel,75PS at 4000rpm,5,18.4,Hatchback,Pune,Indica Aura 1.3
Maruti,900000,2021,1462,Third Party,Manual,10000,First Owner,Petrol,103.25bhp,5,18.55,SUV,Pune,SX4 S Cross
Mercedes-Benz,1500000,2013,1796,Third Party,Automatic,70000,Fourth Owner,Petrol,186bhp,5,11.74,Sedan,Pune,C-Class C250 Avantgarde
Mercedes-Benz,1500000,2013,2143,Third Party,Automatic,70000,Fourth Owner,Diesel,170bhp,5,14.84,Sedan,Pune,C-Class C 220CDIBE
Hyundai,400000,2014,1197,Third Party,Manual,90000,First Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Asta
Ford,910000,2019,1498,Third Party,Manual,40000,Second Owner,Diesel,98.96bhp,5,23,SUV,Pune,Ecosport 1.5 Diesel
BMW,2300000,2016,1995,Third Party,Automatic,120000,Second Owner,Diesel,190bhp,5,18.12,Sedan,Pune,5 Series 520d
Hyundai,349000,2014,1197,Third Party,Manual,118402,Second Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Asta
Honda,308000,2010,1497,Comprehensive,Manual,101274,Second Owner,Petrol,"118PS at 6,600 rpm",5,17,Sedan,Pune,City 1.5 S
Renault,387000,2016,999,Third Party,Manual,27775,Third Owner,Petrol,67bhp,5,23.01,Hatchback,Pune,KWID 1.0 RXT
Hyundai,247000,2011,1197,Third Party,Manual,68622,First Owner,Petrol,78.9bhp,5,20.36,Hatchback,Pune,i10 Sportz
Maruti,811000,2022,1197,Zero Dep,Automatic,42441,First Owner,Petrol,81.80bhp,5,20.89,Hatchback,Pune,Ignis Alpha AMT
Maruti,316000,2013,796,Comprehensive,Manual,35319,First Owner,CNG,47.3bhp,5,33,Hatchback,Pune,Alto 800 LXI
Maruti,268000,2015,796,Third Party,Manual,32475,Second Owner,Petrol,47.33bhp,5,22.05,Hatchback,Pune,Alto 800 LXI
Hyundai,338000,2011,1197,Comprehensive,Manual,10439,First Owner,Petrol,78.9bhp,5,20.36,Hatchback,Pune,i10 Asta
Maruti,534000,2019,998,Third Party,Automatic,17299,First Owner,Petrol,67bhp,5,20.51,Hatchback,Pune,Wagon R AMT
MG,2100000,2022,1956,Third Party,Manual,10000,First Owner,Diesel,167.67bhp,7,16.56,SUV,Pune,Hector Plus Select
Fiat,343000,2011,1248,Third Party,Manual,80000,Fourth Owner,Diesel,75bhp,5,20.3,Hatchback,Pune,Punto 1.3 Dynamic
Hyundai,1790000,2022,1497,Third Party,Automatic,30000,First Owner,Petrol,113.18bhp,5,20.3,SUV,Pune,Creta SX Opt
Tata,180000,2011,1248,Third Party,Manual,120000,Second Owner,Diesel,75 PS at 4000 rpm,5,18,Hatchback,Pune,Indica Aqua 1.3
Hyundai,500000,2011,1591,Third Party,Manual,50000,First Owner,Petrol,121.3bhp,5,17.01,Sedan,Pune,Verna 1.6 SX
Volkswagen,620000,2020,999,Third Party,Manual,40000,First Owner,Petrol,75.10bhp,5,17.74,Hatchback,Pune,Polo 1.0 MPI
Hyundai,441000,2016,1197,Zero Dep,Manual,88023,Second Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 Asta
Hyundai,282000,2011,1197,Comprehensive,Manual,82055,First Owner,Petrol,78.9bhp,5,20.36,Hatchback,Pune,i10 Asta
Hyundai,494000,2016,1197,Third Party,Automatic,71822,Second Owner,Petrol,82bhp,5,18.9,Hatchback,Pune,Grand i10 AT
Honda,822000,2018,1498,Comprehensive,Manual,49647,First Owner,Diesel,98.6bhp,5,25.5,SUV,Pune,WR-V i-DTEC VX
Ford,792000,2020,1498,Comprehensive,Manual,36759,Second Owner,Diesel,99.23bhp,5,26.1,Sedan,Pune,Aspire Titanium Plus
Maruti,398000,2012,1197,Comprehensive,Manual,20766,First Owner,Petrol,88.50bhp,5,22.41,Sedan,Pune,Swift Dzire VXI
Renault,499000,2020,999,Third Party,Automatic,46632,First Owner,Petrol,67bhp,5,22,Hatchback,Pune,KWID 1.0 RXT
Honda,956000,2022,1497,Comprehensive,Manual,9461,First Owner,Petrol,117.60bhp,5,17.4,Sedan,Pune,City SV MT
Maruti,608000,2017,1248,Comprehensive,Manual,68344,First Owner,Diesel,74bhp,5,25.2,Hatchback,Pune,Swift VDI BSIV
Hyundai,324000,2012,1197,Third Party,Automatic,62462,Second Owner,Petrol,80,5,19.2,Hatchback,Pune,i10 Asta Sunroof
Maruti,554000,2019,1197,Third Party,Manual,29892,First Owner,Petrol,81.80bhp,5,20.89,Hatchback,Pune,Ignis 1.2 Zeta
Mahindra,950000,2015,2179,Third Party,Manual,120000,First Owner,Diesel,140bhp,7,16,SUV,Pune,XUV500 W8 4WD
Mercedes-Benz,1975000,2017,2143,Third Party,Automatic,50000,Third Owner,Diesel,204bhp,5,15,Sedan,Pune,E-Class E250 Edition
Hyundai,450000,2015,1197,Third Party,Manual,50000,First Owner,Petrol,81.83bhp,5,18.6,Hatchback,Pune,i20 Asta 1.2
Tata,880000,2022,1199,Third Party,Manual,30000,First Owner,Petrol,86.63bhp,5,20.09,SUV,Pune,Punch Creative DT
Maruti,900000,2022,1197,Third Party,Manual,10000,First Owner,Petrol,88.50bhp,5,22.35,Hatchback,Pune,Baleno Zeta BSVI
Hyundai,650000,2020,1197,Third Party,Automatic,30000,Second Owner,Petrol,81.86bhp,5,20.1,Sedan,Pune,Aura S AMT
Hyundai,200000,2009,1086,Third Party,Manual,60000,Second Owner,Petrol,68.05bhp,5,19.81,Hatchback,Pune,i10 Era
Kia,1650000,2020,1493,Third Party,Automatic,30000,First Owner,Diesel,113.4bhp,5,17.8,SUV,Pune,Seltos HTX Plus
Maruti,361000,2015,998,Comprehensive,Automatic,21678,First Owner,Petrol,67.05bhp,5,23.95,Hatchback,Pune,Alto K10 VXI
Honda,653000,2015,1497,Third Party,Manual,102048,Third Owner,Petrol,117.3bhp,5,17.4,Sedan,Pune,City i VTEC
